cluster	x	y	z	intensity	temperature	label
Cygnus	44.3081	33.0095	-12.4129	62.3898	389.1688	Cygnus-02814
Hydra	-22.4586	-36.323	-10.4167	45.8781	368.2701	Hydra-02815
Orion	-46.5912	12.1074	17.0116	59.9596	390.8484	Orion-02816
Lyra	11.4242	-34.0752	37.5398	58.1356	383.5235	Lyra-02817
Cygnus	68.9231	35.9694	-22.8854	82.2117	427.5769	Cygnus-02818
Hydra	-18.0389	-54.4088	-43.7076	75.824	408.9985	Hydra-02819
Orion	-33.7965	13.5973	14.9704	47.771	368.3189	Orion-02820
Lyra	17.1194	-23.0853	41.3399	59.194	385.8681	Lyra-02821
Cygnus	66.0346	18.3365	-18.8677	78.091	420.6566	Cygnus-02822
Hydra	-11.0194	-65.4836	-29.6061	76.7668	417.5408	Hydra-02823
Orion	-27.76	28.8933	14.078	43.5681	351.824	Orion-02824
Lyra	15.9937	-38.0729	60.7353	76.6238	423.2112	Lyra-02825
Cygnus	46.2865	33.5649	-7.0941	65.8123	395.1915	Cygnus-02826
Hydra	-46.0898	-67.1935	-29.9043	88.2564	420.2866	Hydra-02827
Orion	-47.6492	24.9178	10.1967	63.6495	390.9077	Orion-02828
Lyra	21.407	-38.0792	39.5819	65.76	403.3953	Lyra-02829
Cygnus	63.0513	35.1223	-22.5991	77.3404	415.3756	Cygnus-02830
Hydra	-30.9388	-58.1178	-34.0533	83.0622	427.2794	Hydra-02831
Orion	-39.3212	32.5662	22.9217	62.9029	389.5784	Orion-02832
Lyra	6.1844	-20.8481	45.0897	54.1359	379.1124	Lyra-02833
Cygnus	66.6979	29.2563	4.5805	78.8146	420.7832	Cygnus-02834
Hydra	-31.9754	-39.4385	-19.5403	55.1696	377.0371	Hydra-02835
Orion	-34.9409	9.464	8.1783	38.3342	347.8776	Orion-02836
Lyra	-14.1125	-30.0016	42.7368	59.7141	382.0714	Lyra-02837
Cygnus	74.4974	32.5593	-28.5605	93.5718	453.1648	Cygnus-02838
Hydra	-24.7099	-26.8291	-25.2915	53.0618	377.226	Hydra-02839
Orion	-35.1431	24.3755	7.0377	46.4038	365.9008	Orion-02840
Lyra	16.1072	-28.5854	39.0651	53.7916	376.3665	Lyra-02841
Cygnus	52.4387	30.3874	-18.4507	69.7595	404.9387	Cygnus-02842
Hydra	-2.9635	-58.89	-46.921	78.6179	414.4516	Hydra-02843
Orion	-35.176	21.7179	2.3444	43.0503	368.3547	Orion-02844
Lyra	25.8685	-14.8617	44.9381	61.5128	395.5181	Lyra-02845
Cygnus	38.069	25.1016	-12.3177	52.1746	365.4349	Cygnus-02846
Hydra	-36.4158	-53.7842	-38.3876	78.1263	427.9026	Hydra-02847
Orion	-22.6699	6.0554	39.5957	49.8077	373.0582	Orion-02848
Lyra	17.3194	-35.5071	46.6449	69.6674	406.1289	Lyra-02849
Cygnus	49.1536	27.0929	-34.231	68.991	405.1573	Cygnus-02850
Hydra	-25.9723	-47.7217	-43.91	77.0041	414.4461	Hydra-02851
Orion	-35.8916	20.7674	4.2248	49.4817	362.8129	Orion-02852
Lyra	19.4215	-32.359	47.3885	62.1046	401.02	Lyra-02853
Cygnus	79.186	23.2396	-60.7308	102.5108	463.4164	Cygnus-02854
Hydra	-29.561	-47.3445	-27.9001	64.088	385.3817	Hydra-02855
Orion	-44.8421	17.2995	14.6614	51.9821	382.1985	Orion-02856
Lyra	12.3869	-32.2151	34.8554	57.2493	387.5769	Lyra-02857
Cygnus	51.1299	35.2037	-22.0713	69.666	402.9662	Cygnus-02858
Hydra	-26.0877	-54.7125	-23.8352	66.8522	399.4838	Hydra-02859
Orion	-42.1216	23.2707	18.2824	52.5579	382.4704	Orion-02860
Lyra	17.5484	-36.1002	84.6611	100.3985	466.0363	Lyra-02861
Cygnus	50.3917	11.368	-19.0098	63.6794	397.7444	Cygnus-02862
Hydra	-29.0168	-50.4611	-36.8474	69.0153	393.1713	Hydra-02863
Orion	-36.9351	21.2234	20.1952	54.2136	385.1722	Orion-02864
Lyra	27.3469	-36.4893	32.5764	62.1633	396.5606	Lyra-02865
Cygnus	45.729	31.16	-29.5285	65.9004	395.5563	Cygnus-02866
Hydra	-0.9871	-60.5024	-40.6532	81.4409	420.662	Hydra-02867
Orion	-51.5761	21.176	5.644	63.0715	394.9638	Orion-02868
Lyra	33.1897	-47.8034	35.5057	69.1655	403.8821	Lyra-02869
Cygnus	51.3922	34.4009	-19.3949	69.0722	413.5423	Cygnus-02870
Hydra	-17.7226	-48.79	-40.758	68.0171	403.8712	Hydra-02871
Orion	-35.6121	34.0444	24.585	57.4873	370.4138	Orion-02872
Lyra	8.6818	-29.7771	55.7238	69.5816	413.0246	Lyra-02873
Cygnus	25.3767	48.5861	-39.8732	69.0846	401.6056	Cygnus-02874
Hydra	-19.451	-35.5908	-34.1633	60.7879	392.1543	Hydra-02875
Orion	-54.5325	16.9581	8.2243	66.312	400.5923	Orion-02876
Lyra	35.2251	-21.9275	43.927	69.0443	408.7701	Lyra-02877
Cygnus	70.0221	22.7348	-41.8149	92.9631	441.1876	Cygnus-02878
Hydra	-38.1974	-62.6777	-10.846	77.1433	419.1786	Hydra-02879
Orion	-47.4379	7.0849	11.5047	51.0653	371.7833	Orion-02880
Lyra	29.3562	-25.5774	44.7402	66.5514	395.247	Lyra-02881
Cygnus	36.5921	21.1038	-39.5367	62.9445	379.933	Cygnus-02882
Hydra	-26.8938	-37.0486	-52.9651	72.9308	402.378	Hydra-02883
Orion	-36.9948	13.0211	12.5115	45.6051	354.702	Orion-02884
Lyra	9.8981	-26.8767	42.5699	59.3715	384.2667	Lyra-02885
Cygnus	55.4792	45.8065	-22.3579	84.3032	437.6865	Cygnus-02886
Hydra	-2.313	-39.8418	-23.265	47.4166	364.3743	Hydra-02887
Orion	-42.664	10.9536	18.9176	56.2021	383.8044	Orion-02888
Lyra	-14.2564	-12.8855	28.5157	42.4243	346.5037	Lyra-02889
Cygnus	80.5978	43.6987	-29.3053	98.5045	455.5907	Cygnus-02890
Hydra	-29.478	-52.5247	-28.9101	71.0943	406.2836	Hydra-02891
Orion	-42.9747	22.5381	12.616	58.4754	375.5749	Orion-02892
Lyra	-11.7929	-29.2749	49.4346	59.5512	375.1648	Lyra-02893
Cygnus	44.6583	28.8448	-25.122	65.0679	397.0848	Cygnus-02894
Hydra	1.2988	-52.7209	-40.1556	72.9347	410.0374	Hydra-02895
Orion	-24.4193	16.2865	8.1549	37.8648	344.7505	Orion-02896
Lyra	21.4402	-27.46	54.2386	66.2424	409.3923	Lyra-02897
Cygnus	52.1567	31.3222	-34.7616	70.3532	409.2367	Cygnus-02898
Hydra	-20.3193	-58.08	-43.3212	82.102	435.2803	Hydra-02899
Orion	-36.3104	10.2754	5.3916	39.5511	340.6821	Orion-02900
Lyra	15.8916	-27.0688	50.0929	66.701	400.8768	Lyra-02901
Cygnus	48.3526	31.0331	-22.656	65.4957	399.8481	Cygnus-02902
Hydra	-37.3397	-39.2607	-24.5884	65.9234	406.8661	Hydra-02903
Orion	-28.5953	8.4045	25.8394	48.1032	361.9028	Orion-02904
Lyra	14.4667	-34.1186	30.6979	53.4704	379.5237	Lyra-02905
Cygnus	49.4634	24.5096	-29.8356	70.2798	407.664	Cygnus-02906
Hydra	-26.64	-43.5152	-50.4506	78.938	413.605	Hydra-02907
Orion	-38.0843	12.7502	7.1121	44.9706	370.8532	Orion-02908
Lyra	34.9602	-23.8112	45.6461	62.7155	389.8967	Lyra-02909
Cygnus	51.63	15.6082	-15.5373	59.6824	381.4178	Cygnus-02910
Hydra	-31.608	-60.9158	-32.2934	77.4644	417.6302	Hydra-02911
Orion	-31.1804	9.4308	12.1427	42.4896	358.4146	Orion-02912
Lyra	17.4023	-31.8102	40.6409	59.1905	385.9347	Lyra-02913
Cygnus	59.8243	32.6373	-41.4134	80.1409	420.8476	Cygnus-02914
Hydra	-40.0131	-44.9485	-22.6412	70.5855	415.2097	Hydra-02915
Orion	-35.9775	21.0315	1.2746	47.3979	367.543	Orion-02916
Lyra	41.1276	-22.1271	26.6313	62.6964	395.0605	Lyra-02917
Cygnus	51.0141	31.5859	-22.0119	69.8951	405.9134	Cygnus-02918
Hydra	-2.6975	-44.1235	-27.5884	58.9264	387.0709	Hydra-02919
Orion	-37.4968	8.5511	16.6772	50.4975	372.8306	Orion-02920
Lyra	36.038	-22.4587	35.4205	62.3841	390.8873	Lyra-02921
Cygnus	52.8487	16.3979	-30.7739	66.1316	381.4569	Cygnus-02922
Hydra	-28.5148	-61.8099	-43.0588	83.175	429.5896	Hydra-02923
Orion	-32.7793	29.5074	22.5197	54.3808	385.027	Orion-02924
Lyra	16.8862	-17.1708	44.8201	58.2996	381.5333	Lyra-02925
Cygnus	50.1266	38.1979	-18.0269	65.9129	400.1883	Cygnus-02926
Hydra	-20.0136	-45.2992	-34.5035	62.7093	392.6146	Hydra-02927
Orion	-41.7326	25.7587	7.2745	54.2216	382.3686	Orion-02928
Lyra	9.4259	-32.7684	37.19	51.7985	371.5406	Lyra-02929
Cygnus	51.8995	36.1835	-32.0119	74.2012	421.512	Cygnus-02930
Hydra	-7.6314	-63.1831	-36.4538	79.7718	424.8276	Hydra-02931
Orion	-45.4126	15.2694	15.4181	58.0349	390.4139	Orion-02932
Lyra	9.9877	-34.3773	44.3117	62.5851	391.5715	Lyra-02933
Cygnus	38.2599	15.4117	-20.2852	46.5462	362.0344	Cygnus-02934
Hydra	-18.3652	-43.4004	-27.4264	62.04	395.8327	Hydra-02935
Orion	-31.5386	26.2921	11.0122	48.1417	366.5454	Orion-02936
Lyra	19.6505	-11.1825	55.7416	64.6385	409.4683	Lyra-02937
Cygnus	67.8569	23.489	-39.4976	86.7082	443.1418	Cygnus-02938
Hydra	-7.3822	-42.3769	-31.3626	59.5043	388.9338	Hydra-02939
Orion	-47.2107	14.1309	16.5944	58.0245	391.309	Orion-02940
Lyra	19.8125	-38.7359	47.3575	68.0879	406.3144	Lyra-02941
Cygnus	50.9199	21.0919	-26.7438	63.1861	386.4683	Cygnus-02942
Hydra	-25.3378	-31.0597	-16.2043	50.6336	377.1628	Hydra-02943
Orion	-51.2336	45.5969	4.1067	75.4609	419.4124	Orion-02944
Lyra	22.3122	-52.7997	55.6087	81.9239	429.0652	Lyra-02945
Cygnus	47.0062	19.4784	-29.3275	67.3619	396.6812	Cygnus-02946
Hydra	-16.434	-46.7793	-27.7916	60.5405	391.9331	Hydra-02947
Orion	-43.4679	24.2008	-1.5291	54.3212	372.7326	Orion-02948
Lyra	36.7749	-38.1404	42.9403	73.2028	406.0553	Lyra-02949
Cygnus	45.7519	28.9647	-16.0229	65.2229	396.8035	Cygnus-02950
Hydra	-41.2014	-41.9346	-18.5125	61.9721	395.0039	Hydra-02951
Orion	-43.8098	14.546	17.2722	57.5354	380.0269	Orion-02952
Lyra	27.3489	-11.7525	29.3425	44.1174	368.3118	Lyra-02953
Cygnus	47.691	38.8022	-29.1361	69.3092	407.3673	Cygnus-02954
Hydra	-14.6012	-43.9672	-42.201	69.1589	400.1808	Hydra-02955
Orion	-38.9251	7.7175	7.2096	45.6722	359.7341	Orion-02956
Lyra	15.7741	-35.5013	46.1249	63.212	399.7629	Lyra-02957
Cygnus	56.9557	49.5802	-14.255	85.4522	426.2067	Cygnus-02958
Hydra	-1.7104	-53.3649	-53.947	78.8483	421.6165	Hydra-02959
Orion	-54.4946	26.3391	-1.016	65.5075	397.8872	Orion-02960
Lyra	32.7718	-41.8161	48.7202	79.4681	423.2995	Lyra-02961
Cygnus	55.3253	28.968	-13.7246	64.9487	403.384	Cygnus-02962
Hydra	-8.1346	-37.8139	-27.8925	51.0827	369.8927	Hydra-02963
Orion	-59.7364	20.4973	11.2836	72.9662	416.2214	Orion-02964
Lyra	35.7569	-19.9556	43.2589	65.1555	397.5183	Lyra-02965
Cygnus	55.9452	39.1513	-23.3407	72.6844	407.7262	Cygnus-02966
Hydra	-20.1044	-41.842	-22.8778	58.6994	390.7829	Hydra-02967
Orion	-44.4272	26.2394	13.1254	57.5367	389.5317	Orion-02968
Lyra	27.6494	-39.6119	44.3472	67.1118	394.6698	Lyra-02969
Cygnus	48.7515	9.1921	-33.5427	60.5474	384.5636	Cygnus-02970
Hydra	-27.9604	-43.4823	-37.8562	72.4788	411.7585	Hydra-02971
Orion	-50.3474	-0.7023	8.3839	54.7107	385.4703	Orion-02972
Lyra	20.5411	-51.4645	29.9826	66.0413	391.2642	Lyra-02973
Cygnus	38.348	29.562	-45.6812	66.9849	404.7646	Cygnus-02974
Hydra	-19.466	-49.175	-25.1094	58.7073	393.2332	Hydra-02975
Orion	-35.9841	19.3055	22.0265	48.2261	366.3621	Orion-02976
Lyra	4.0734	-19.8819	59.7872	63.3833	400.4947	Lyra-02977
Cygnus	60.2325	37.3989	-32.1213	78.7353	430.6907	Cygnus-02978
Hydra	-14.0137	-39.6914	-25.7868	56.7201	378.7175	Hydra-02979
Orion	-50.6433	17.6053	-0.2733	61.2437	387.2139	Orion-02980
Lyra	4.3045	-24.1388	58.5041	72.2898	405.3111	Lyra-02981
Cygnus	56.4457	24.0881	-21.4263	67.7394	401.2474	Cygnus-02982
Hydra	-33.9342	-50.5469	-19.6348	67.0526	399.7214	Hydra-02983
Orion	-40.3419	34.7548	24.7919	63.4942	389.1801	Orion-02984
Lyra	14.3322	-27.494	35.4925	48.2453	360.2911	Lyra-02985
Cygnus	62.6811	34.8131	-25.7561	83.5859	429.3868	Cygnus-02986
Hydra	-60.9151	-47.5973	-37.788	88.6512	438.5035	Hydra-02987
Orion	-72.5425	5.7262	8.9198	75.61	409.6681	Orion-02988
Lyra	24.0421	-37.4621	36.1162	65.8054	393.936	Lyra-02989
Cygnus	41.2942	34.0919	-19.0308	62.7409	381.6203	Cygnus-02990
Hydra	-10.701	-56.577	-33.0943	72.4962	400.5774	Hydra-02991
Orion	-40.4213	-0.1044	22.3418	47.4916	369.3789	Orion-02992
Lyra	24.4618	-43.9503	34.7258	62.4444	386.5054	Lyra-02993
Cygnus	42.5861	25.3736	-21.5447	59.1769	374.1032	Cygnus-02994
Hydra	-10.4288	-68.2511	-8.3725	70.5242	403.2925	Hydra-02995
Orion	-33.8043	7.5509	14.1736	44.4115	370.2405	Orion-02996
Lyra	9.9064	-26.8152	46.6972	60.3523	388.141	Lyra-02997
Cygnus	66.3269	30.5489	-17.6251	79.2354	429.7197	Cygnus-02998
Hydra	-39.1834	-36.3625	-37.9069	67.4756	398.5698	Hydra-02999
Orion	-79.7014	5.693	14.0514	84.0626	439.4325	Orion-03000
Lyra	5.489	-51.2617	29.1375	63.9008	384.629	Lyra-03001
Cygnus	42.6745	16.4661	-1.6176	48.332	368.2144	Cygnus-03002
Hydra	-10.1867	-45.8793	-43.1285	72.6211	415.5817	Hydra-03003
Orion	-31.9439	12.3269	10.1289	42.9479	357.9009	Orion-03004
Lyra	23.2866	-39.4129	44.9465	65.4742	390.3546	Lyra-03005
Cygnus	50.2805	25.5276	-37.4695	70.8059	405.0033	Cygnus-03006
Hydra	-37.4776	-62.6671	-31.072	86.6336	443.4791	Hydra-03007
Orion	-21.102	29.8684	26.9181	52.6744	367.9164	Orion-03008
Lyra	15.8372	-21.2367	49.7173	63.9247	393.6661	Lyra-03009
Cygnus	54.459	22.2417	-19.1583	68.8252	410.3152	Cygnus-03010
Hydra	-13.5513	-50.9138	-20.8923	64.1703	388.5201	Hydra-03011
Orion	-32.9643	30.0917	25.6209	56.0894	381.0157	Orion-03012
Lyra	0.6375	-42.8968	16.2194	46.9162	378.2763	Lyra-03013
Cygnus	65.3481	27.73	-23.6626	76.5681	420.1809	Cygnus-03014
Hydra	-37.3258	-59.1025	-32.8039	85.7248	433.0834	Hydra-03015
Orion	-45.5135	20.804	8.8976	56.4964	379.7256	Orion-03016
Lyra	33.463	-26.064	51.1378	68.034	404.517	Lyra-03017
Cygnus	48.6833	25.3439	-32.7932	67.6359	398.5283	Cygnus-03018
Hydra	-7.4324	-35.2902	-32.6303	48.7865	372.5938	Hydra-03019
Orion	-54.4947	18.2972	10.8222	64.9231	400.3629	Orion-03020
Lyra	14.449	-29.2616	26.077	47.816	372.9037	Lyra-03021
Cygnus	42.7192	23.3109	-29.8911	64.9642	396.0351	Cygnus-03022
Hydra	-22.2792	-67.6037	-8.4941	80.5231	418.6073	Hydra-03023
Orion	-60.0915	11.6914	23.7201	65.8576	402.7837	Orion-03024
Lyra	34.1481	-35.4287	42.2343	66.6321	415.7983	Lyra-03025
Cygnus	48.6342	30.0417	-10.7209	61.3821	400.7704	Cygnus-03026
Hydra	-10.9485	-48.6281	-25.1989	60.0577	385.037	Hydra-03027
Orion	-29.3915	13.0323	22.1978	47.2384	384.2218	Orion-03028
Lyra	18.5957	-34.9597	49.9924	65.7446	403.358	Lyra-03029
Cygnus	28.918	39.2938	-13.9613	54.9557	378.2478	Cygnus-03030
Hydra	-40.3018	-51.319	-37.4217	79.2487	425.3881	Hydra-03031
Orion	-32.7254	11.9711	8.1005	42.3093	363.685	Orion-03032
Lyra	27.7768	-21.3273	61.5135	73.4297	415.719	Lyra-03033
Cygnus	73.5471	33.5525	-32.4806	87.5963	439.7325	Cygnus-03034
Hydra	-36.1752	-41.4506	-28.5601	66.7954	394.9685	Hydra-03035
Orion	-15.4831	7.638	11.2052	25.2026	318.3152	Orion-03036
Lyra	25.9784	-33.3496	53.1471	75.813	409.0621	Lyra-03037
Cygnus	61.9243	23.4092	-23.3944	71.9537	407.0513	Cygnus-03038
Hydra	-43.4861	-48.5008	-29.0745	77.946	426.9482	Hydra-03039
Orion	-59.0603	18.7463	6.7465	66.1644	396.3794	Orion-03040
Lyra	31.8728	-47.7233	24.0374	69.8515	402.7278	Lyra-03041
Cygnus	61.4027	42.6601	-26.1107	81.2558	427.5872	Cygnus-03042
Hydra	-17.9412	-73.5806	-13.4363	82.2165	429.5007	Hydra-03043
Orion	-44.9767	5.8554	-5.2979	49.7468	352.0028	Orion-03044
Lyra	18.3393	-37.5667	49.0248	68.0741	400.8666	Lyra-03045
Cygnus	54.0005	24.7879	-22.92	63.7056	389.1528	Cygnus-03046
Hydra	-22.2815	-46.8937	-30.8773	66.0687	395.7363	Hydra-03047
Orion	-45.2005	22.8071	27.148	63.3839	393.6453	Orion-03048
Lyra	32.3152	-30.154	69.6943	88.7085	438.6896	Lyra-03049
Cygnus	46.581	32.493	-9.5831	66.0306	402.7046	Cygnus-03050
Hydra	-0.9413	-39.2875	-39.992	60.1797	393.6669	Hydra-03051
Orion	-44.0013	16.9241	1.2744	49.5777	363.6722	Orion-03052
Lyra	9.1971	-26.554	41.4831	50.2508	377.7762	Lyra-03053
Cygnus	65.1153	43.9255	-17.0051	80.6708	426.4725	Cygnus-03054
Hydra	-32.7616	-55.18	-40.5867	84.7056	426.0788	Hydra-03055
Orion	-57.7322	9.0689	2.9107	59.6825	387.198	Orion-03056
Lyra	30.1313	-37.6478	42.7026	70.0765	398.9786	Lyra-03057
Cygnus	45.8175	21.3699	-40.2628	68.7507	405.9963	Cygnus-03058
Hydra	-11.0579	-59.9604	-36.6919	74.373	407.7752	Hydra-03059
Orion	-33.2806	32.595	5.2777	48.6456	371.0211	Orion-03060
Lyra	22.846	-43.2418	56.5165	77.213	420.344	Lyra-03061
Cygnus	58.6197	5.6301	-11.961	68.8521	407.2101	Cygnus-03062
Hydra	-33.4987	-45.6024	-38.6686	74.1475	415.7354	Hydra-03063
Orion	-28.0851	11.4466	10.6557	39.6524	347.9729	Orion-03064
Lyra	12.8238	-17.1261	22.8292	38.4026	349.5069	Lyra-03065
Cygnus	40.4023	26.9366	-14.3711	56.7815	382.2421	Cygnus-03066
Hydra	-15.5959	-53.0468	-39.765	74.0783	401.633	Hydra-03067
Orion	-30.0693	7.5486	0.5869	33.9948	347.3522	Orion-03068
Lyra	17.8878	-30.3043	41.1619	62.2517	388.8323	Lyra-03069
Cygnus	62.3556	43.8984	-19.8029	80.4304	420.9816	Cygnus-03070
Hydra	-32.9476	-47.7851	-39.1217	77.4345	421.4198	Hydra-03071
Orion	-49.168	13.1713	12.6643	58.6051	400.2539	Orion-03072
Lyra	19.9003	-44.141	47.4268	69.7769	394.6444	Lyra-03073
Cygnus	64.1432	25.5096	-16.1973	71.8324	404.7606	Cygnus-03074
Hydra	-24.7731	-42.3127	-42.1735	66.353	387.1972	Hydra-03075
Orion	-40.6641	3.2323	17.7357	52.9863	373.8226	Orion-03076
Lyra	-4.3824	-14.0021	56.4789	60.3483	401.4137	Lyra-03077
Cygnus	48.7453	19.6201	-39.0419	66.3823	393.7551	Cygnus-03078
Hydra	4.1538	-67.3005	-18.256	73.1793	417.5706	Hydra-03079
Orion	-29.912	19.5727	-6.3824	44.8581	358.9629	Orion-03080
Lyra	19.4236	-31.4873	39.8941	60.5293	395.2242	Lyra-03081
Cygnus	56.4038	23.6442	-20.564	65.6036	406.0117	Cygnus-03082
Hydra	-24.2562	-55.8883	-54.3492	82.6625	422.4212	Hydra-03083
Orion	-56.3759	19.3636	24.7254	70.8754	409.6913	Orion-03084
Lyra	11.6279	-35.244	65.9808	77.5938	422.3571	Lyra-03085
Cygnus	48.4099	38.703	-35.8462	74.5487	415.7194	Cygnus-03086
Hydra	-7.2664	-39.1452	-44.281	66.9058	409.7539	Hydra-03087
Orion	-60.1993	20.2258	5.9595	67.6215	401.0395	Orion-03088
Lyra	22.9224	-33.0737	50.9836	72.5705	409.4483	Lyra-03089
Cygnus	47.5864	16.4469	-5.9063	57.8258	393.3962	Cygnus-03090
Hydra	-6.529	-43.9371	-48.5881	74.3641	416.0886	Hydra-03091
Orion	-28.8885	28.1028	7.8902	47.6603	366.1469	Orion-03092
Lyra	32.2866	-21.1848	43.0886	65.4628	400.9674	Lyra-03093
Cygnus	36.4888	26.7559	-27.555	54.2089	380.4917	Cygnus-03094
Hydra	-26.4316	-33.8918	-30.8055	53.405	370.2222	Hydra-03095
Orion	-50.184	30.9591	-4.2551	63.1666	393.2696	Orion-03096
Lyra	11.8979	-28.2329	49.8036	61.5136	396.7985	Lyra-03097
Cygnus	42.2225	43.1125	-31.6392	71.1915	401.5955	Cygnus-03098
Hydra	-47.8718	-60.8145	-31.0138	89.7926	436.6071	Hydra-03099
Orion	-48.9128	13.2073	34.1007	69.2661	415.6203	Orion-03100
Lyra	36.2303	-33.5125	38.0161	63.5224	396.6942	Lyra-03101
Cygnus	64.6811	16.3086	-10.6304	70.8997	410.4916	Cygnus-03102
Hydra	-16.0523	-33.9262	-31.4009	50.1156	385.2464	Hydra-03103
Orion	-24.8138	4.6548	20.3975	40.2733	342.9752	Orion-03104
Lyra	22.2057	-30.5517	42.4624	58.666	386.9275	Lyra-03105
Cygnus	41.3844	18.7223	-22.7481	53.5296	378.8659	Cygnus-03106
Hydra	-7.416	-57.483	-46.5505	83.2946	435.2752	Hydra-03107
Orion	-51.9847	18.4708	25.3074	62.6951	378.0672	Orion-03108
Lyra	8.1313	-27.5836	25.1223	43.9734	364.4576	Lyra-03109
Cygnus	53.7019	29.7699	-32.3704	76.0605	422.2865	Cygnus-03110
Hydra	-12.5179	-38.2876	-27.5503	53.5347	391.0135	Hydra-03111
Orion	-39.3569	12.1711	-7.4195	48.4921	364.3131	Orion-03112
Lyra	22.7927	-27.3493	46.0271	65.7598	401.5414	Lyra-03113
Cygnus	65.456	29.4438	-14.6525	73.3268	415.197	Cygnus-03114
Hydra	-12.6194	-43.274	-34.34	63.1247	397.1586	Hydra-03115
Orion	-44.0522	18.3867	16.7628	55.2612	385.3053	Orion-03116
Lyra	30.9325	-26.1587	48.526	67.5336	389.0336	Lyra-03117
Cygnus	44.7493	42.8348	-34.2348	75.1312	421.6264	Cygnus-03118
Hydra	-36.1579	-32.1704	-24.9171	60.0027	386.1116	Hydra-03119
Orion	-65.453	16.7097	5.7135	75.8903	410.8264	Orion-03120
Lyra	-1.3056	-37.2728	31.4582	50.4261	375.5038	Lyra-03121
Cygnus	48.9921	30.2803	-27.6253	70.0644	406.539	Cygnus-03122
Hydra	-12.6569	-33.3018	-36.5689	56.9524	368.9567	Hydra-03123
Orion	-16.1681	13.6011	19.2852	30.1591	331.9001	Orion-03124
Lyra	7.7467	-36.5414	31.5783	56.8469	375.8112	Lyra-03125
Cygnus	72.639	24.4721	-20.1046	84.5099	423.7572	Cygnus-03126
Hydra	-24.3477	-52.1666	-42.2602	72.914	409.8659	Hydra-03127
Orion	-54.9936	3.0465	12.5751	64.5459	404.0552	Orion-03128
Lyra	24.14	-22.7075	41.2536	57.3191	389.0052	Lyra-03129
Cygnus	43.4317	19.1819	-20.6912	59.0659	383.4805	Cygnus-03130
Hydra	-24.2291	-26.5116	-40.438	56.3697	379.4507	Hydra-03131
Orion	-34.5616	3.1782	-0.3818	36.3336	339.1984	Orion-03132
Lyra	-1.1842	-24.8397	51.5387	58.9057	381.077	Lyra-03133
Cygnus	55.3696	32.6821	-16.6272	74.5203	415.6772	Cygnus-03134
Hydra	-35.5408	-43.1868	-40.2182	73.3023	411.9866	Hydra-03135
Orion	-36.013	14.3032	3.698	47.1603	361.2112	Orion-03136
Lyra	21.2371	-26.6741	49.2878	60.8187	380.2024	Lyra-03137
Cygnus	55.8451	20.8281	-20.385	67.9242	390.6876	Cygnus-03138
Hydra	-6.8884	-29.0139	-35.2288	51.6147	380.498	Hydra-03139
Orion	-17.6983	10.264	-0.9163	25.6	325.2482	Orion-03140
Lyra	15.5353	-24.9279	42.8362	55.289	370.1641	Lyra-03141
Cygnus	43.696	28.3278	-33.2826	62.3503	387.6633	Cygnus-03142
Hydra	-10.5715	-55.6495	-21.3414	62.3495	392.0709	Hydra-03143
Orion	-43.4197	24.3589	22.549	61.9863	387.5346	Orion-03144
Lyra	29.4502	-39.6942	46.6281	75.4661	417.2513	Lyra-03145
Cygnus	57.1263	34.4254	-27.9721	80.1337	411.5284	Cygnus-03146
Hydra	-10.9218	-45.1817	-50.841	75.4554	410.9577	Hydra-03147
Orion	-52.7552	12.7734	21.9415	62.8483	393.8935	Orion-03148
Lyra	7.4551	-46.6793	50.1554	70.6879	414.9688	Lyra-03149
Cygnus	61.8059	29.2175	-29.9971	79.9969	424.7649	Cygnus-03150
Hydra	2.7848	-35.0132	-32.402	49.1451	369.9562	Hydra-03151
Orion	-37.8433	22.6868	22.307	55.7445	386.5177	Orion-03152
Lyra	8.4407	-28.4434	42.2149	57.0507	381.0101	Lyra-03153
Cygnus	52.864	24.65	-16.5548	61.7979	395.1984	Cygnus-03154
Hydra	-15.0874	-40.9907	-36.2801	63.2883	387.4962	Hydra-03155
Orion	-59.5501	-4.6605	13.8463	63.0975	379.6751	Orion-03156
Lyra	11.1552	-38.6778	53.3795	70.7395	409.1328	Lyra-03157
Cygnus	46.8463	37.0548	-29.8792	74.678	408.8284	Cygnus-03158
Hydra	-11.1478	-59.5316	-21.5904	66.838	406.4913	Hydra-03159
Orion	-34.3643	22.4651	15.7789	49.6118	360.4892	Orion-03160
Lyra	28.2383	-23.9454	60.1712	79.4873	423.5643	Lyra-03161
Cygnus	59.564	36.2399	-9.3601	75.6704	424.5209	Cygnus-03162
Hydra	-22.2662	-56.6463	-14.0646	70.026	404.1115	Hydra-03163
Orion	-29.1928	22.5117	4.4856	39.068	341.3383	Orion-03164
Lyra	14.6094	-39.8917	52.8425	72.271	416.7522	Lyra-03165
Cygnus	57.7382	29.4086	-20.476	70.4338	406.195	Cygnus-03166
Hydra	-27.6787	-41.9848	-38.4551	66.0683	404.0058	Hydra-03167
Orion	-34.2867	14.8079	37.721	61.0751	392.3528	Orion-03168
Lyra	21.5526	-33.4404	71.2661	85.4209	432.8971	Lyra-03169
Cygnus	47.384	34.306	-23.2105	63.4782	401.222	Cygnus-03170
Hydra	-20.4609	-47.4128	-37.7117	67.8246	386.9095	Hydra-03171
